"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@omnitee_designs","OmniTee","Lessons From Metaverse Fashion Week... https://t.co/3rWAaC0R78 https://t.co/uFU4DfQVDd","0","0","0","1648529208000","29 Mar 2022","omnitee_designs/status/1508666965463871490","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@GET2KNOWCRYPTO","GET TO KNOW CRYPTO","The Clumsy Theatrics of Metaverse Fashion Week https://t.co/XvjojrNlYB","0","0","0","1648520418000","29 Mar 2022","GET2KNOWCRYPTO/status/1508630094255988747","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@flardoNFT","NFT_news🇨🇭🇮🇹🇺🇸","NFT-Adoption: Token nehmen den Laufsteg auf der Metaverse Fashion Week - Cointelegraph https://t.co/3jEtiHYm0x #nft #crypto","0","0","5","1648560446000","29 Mar 2022","flardoNFT/status/1508797987409088512","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","nft | crypto"
"@metaworld666","metaworld","#DAZZLE #MVFW https://t.co/8MhjDQDiAA","0","0","0","1649255569000","06 Apr 2022","metaworld666/status/1511713541295771652","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@Majid_KJ","Mohammad (💙,🧡).lens","#DAZZLE #MVFW https://t.co/SbW4Qigh7I","0","0","0","1649256093000","06 Apr 2022","Majid_KJ/status/1511715739211907075","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@bubblegumclubbb","Bubblegum Club","""On the left wing we have the optimists and on the right wing we have the pessimists; this is my review of the 2022 Metaverse Fashion Week (MVFW)"" – Written by @zamaneodwa https://t.co/DuyRVZUB1c","0","0","3","1648724860000","31 Mar 2022","bubblegumclubbb/status/1509487589241331720","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@CryptoDigiCurr1","CryptoDigiCurrency.com©️","The first-ever Metaverse Fashion Week: Digital fashion is here to stay https://t.co/jkcMRKtlQX","0","0","0","1649558731000","10 Apr 2022","CryptoDigiCurr1/status/1512985096604688387","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@CartoonsPaints","Painting Through Humor","Good luck for @decentraland Closing Metaverse Fashion Week in style! Is taking place tomorrow at 10 PM UTC, and you are invited! #grimes #mvfw #Decentraland https://t.co/2BIDbVaDic https://t.co/qCEAOqbhPo","0","0","1","1648341497000","27 Mar 2022","CartoonsPaints/status/1507879645475221504","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","grimes | mvfw | Decentraland"
"@K18PG0hckPgpUZZ","Leo","#DAZZLE #MVFW","1","0","0","1649250651000","06 Apr 2022","K18PG0hckPgpUZZ/status/1511692915206098944","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@FactorNews_","Factor News","Nifty News: las marcas de lujo se unen a la Metaverse Fashion Week de Decentraland https://t.co/j6CIpOVy6S","0","0","0","1648531784000","29 Mar 2022","FactorNews_/status/1508677770238382082","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@amirmehdieth","(💙,🧡) 🏰""🛸""""🔮""(🌸, 🌿)""(L3, ❄️)⚡#zkApes"".eth","#MVFW #dzzit https://t.co/K4Trhzp6fc","0","0","0","1649250482000","06 Apr 2022","amirmehdieth/status/1511692206712762368","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@RealFaithTribe","Faith Tribe","A bit of Faith at the Metaverse Fashion Week on @decentraland ! #digitalfashion #FTRB https://t.co/bCdm5CsLo8","24","68","95","1648724570000","31 Mar 2022","RealFaithTribe/status/1509486371412582408","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","digitalfashion | FTRB"
"@arukundo","Alex Rukundo","I went to metaverse fashion week and it was like a nightmare – I fell off a boat- https://t.co/899zFT8VoG #TheSun","0","0","0","1648360479000","27 Mar 2022","arukundo/status/1507959263242633218","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","TheSun"
"@yourdiknes","Edward Schimd","https://t.co/dfHsGI3B2Z #MVFW #DAZZLE","0","0","0","1649275749000","06 Apr 2022","yourdiknes/status/1511798185408155655","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@StyleAndCatwalk","Style and Catwalk","Metaverse Fashion Week : tout comprendre des NFT avant la première édition - Vogue France https://t.co/iEP0r8w9ka","0","0","0","1648312160000","26 Mar 2022","StyleAndCatwalk/status/1507756599515009030","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@fucheng72054311","🌘🛸fuchengphf.lens","very good! #MVFW #dzzit https://t.co/giuBSIoqKj","0","0","0","1649298131000","07 Apr 2022","fucheng72054311/status/1511892059766280192","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@glasses4u","- glasses news -","メタバース・ファッションウィーク（MVFW）はモード業界にどんな革命をもたらすのか - Elle 数日前私は、「パーセル」のユニークなウェアラブルメガネをかけて、グライムスがヘッドライナーDJを務めるパー​​ティにテレポートした。 https://t.co/cP5GREWdSF","0","0","0","1649317481000","07 Apr 2022","glasses4u/status/1511973219972141057","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top",""
"@PartnersNFT","NFT Marketing Partners","Kollectiff brings brands to life at Metaverse Fashion Week, interview with CEO - https://t.co/0pT8mPjmWz https://t.co/CcjQ9nNNth","0","0","1","1648466733000","28 Mar 2022","PartnersNFT/status/1508404922609405955","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@ShinSunny0117","SHIN","https://t.co/AB3q6mldRg #MVFW #dzzit","0","0","0","1649303155000","07 Apr 2022","ShinSunny0117/status/1511913131722698757","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@MrBunny_DCL","Mr.Bunny","https://t.co/US3tyLh35t #MVFW #DAZZLE","0","0","0","1649249040000","06 Apr 2022","MrBunny_DCL/status/1511686156873715719","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@liaohaij","莫名","#DAZZLE 和 #MVFW https://t.co/BF3NZHVchX","0","0","0","1649234711000","06 Apr 2022","liaohaij/status/1511626056310345737","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@masoud2952","Masoud.nft","#DAZZLE #MVFW https://t.co/Z9xyxoXm9n","0","0","8","1649242617000","06 Apr 2022","masoud2952/status/1511659219208048646","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@reacziona","Alfonso Sánchez","The Clumsy Theatrics of Metaverse Fashion Week 3AW5RYSCUVGYFGIPAMKQKLCQJI","0","0","0","1648499369000","28 Mar 2022","reacziona/status/1508541810850902016","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@ExF51","difiswap.eth .lens (📜,🤝)(L,3)(💙,🧡)(L3, ❄️)🦉","https://t.co/AvY09APduE #MVFW #DAZZLE","0","0","0","1649239754000","06 Apr 2022","ExF51/status/1511647209787621380","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@o18518","aholic","https://t.co/b4nu5zB4vd #MVFW #dzzit","0","0","0","1649243676000","06 Apr 2022","o18518/status/1511663659717902336","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@EZYASIT","ASIT","Top story: What Fashion Week is like in the metaverse https://t.co/4ogayYOsCw, see more https://t.co/gEBg5N2FD0","0","0","0","1648474132000","28 Mar 2022","EZYASIT/status/1508435958861082633","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@_IoDF","Institute of Digital Fashion","""When @RoksandaIlincic created NFTs with the Institute of Digital Fashion during London Fashion Week, searches for the brand jumped 76 per cent on @lyst, according to the brand."" Thank you @voguebusiness @maghanmcd https://t.co/1MWv1s2xC9 #IoDF #Roksanda #NFTs #Metaverse","1","0","8","1648556517000","29 Mar 2022","_IoDF/status/1508781507388846094","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","IoDF | Roksanda | NFTs | Metaverse"
"@rainiewt","bella.eth","#MVFW #dzzit so nice https://t.co/mB6ooN2eiK","0","0","0","1649325616000","07 Apr 2022","rainiewt/status/1512007340337229827","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@RenoviHub","Renovi","Are you enjoying Decentraland Fashion Week? Come and take a look at what we’ve created for Phygicod & WyldFlwr #Decentraland #Metaverse #Nft https://t.co/qAIwvayKPt","0","3","17","1648398650000","27 Mar 2022","RenoviHub/status/1508119364431663112","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Decentraland | Metaverse | Nft"
"@nftshownow","NFT SHOW🦇🔊","GM/GA/GN How Luxury Retail’s Big Metaverse Fashion Week Experiment In Decentraland Played Out With Virtual Stores, NFT Wearables, A Bored Ape Collaboration And More Forbes https://t.co/u0ERy3DYZS","0","0","0","1648378444000","27 Mar 2022","nftshownow/status/1508034615813935105","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@URECOMM","URECOMM","Metaverse Fashion Week: The hits and misses https://t.co/JNh004UhF2","0","0","0","1650403711000","19 Apr 2022","URECOMM/status/1516529198579470348","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@SlimFly73","Ghetto Gatsby","@DWszystkiego @gossapegirl is going places! #gossapegirl #MVFW #Decentraland #Metaverse https://t.co/f3n9qIGPDZ","0","0","1","1649392128000","08 Apr 2022","SlimFly73/status/1512286312878981124","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","gossapegirl | MVFW | Decentraland | Metaverse"
"@Shanuverma405","CINE SPORTS","Glitches, Glamour, and Graphics Cards: Notes From Decentraland’s First Metaverse Fashion Week https://t.co/meEsQ00e2Z","0","0","0","1648545948000","29 Mar 2022","Shanuverma405/status/1508737177575825408","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@libai60367240","libai.lens(L3, ❄️)","https://t.co/gg0K5kNw5D #MVFW #DAZZLE https://t.co/fOCT7lA0mZ","0","0","0","1649255319000","06 Apr 2022","libai60367240/status/1511712496033611781","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@mortty51460","Mortty51460","#MVFW #dzzit","0","0","0","1649258912000","06 Apr 2022","mortty51460/status/1511727562468503553","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@TrendingTheNews","Sarah Franks","Nifty News: Luxury brands join Decentraland's Metaverse Fashion Week 💎 🗞 #dolcegabanna #giuseppezanotti https://t.co/RYwXbmwLsO","0","0","0","1648530752000","29 Mar 2022","TrendingTheNews/status/1508673438092779526","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","dolcegabanna | giuseppezanotti"
"@Cryptochunshui","春水先生(🌸, 🌿)","https://t.co/pMRGTIB1tU #MVFW #DAZZLE","0","0","0","1649298007000","07 Apr 2022","Cryptochunshui/status/1511891539420598273","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@VigarChen","玩赚元宇宙-MetaverseP2E","https://t.co/mzMmlfpqM2 #MVFW #RAZZLE https://t.co/FUpxnExdqQ","0","0","0","1649234773000","06 Apr 2022","VigarChen/status/1511626319481634818","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | RAZZLE"
"@SobhaniZaniar","Zaniar.sobhani","https://t.co/gmPGrTen5r #MVFW #DAZZLE","0","1","1","1649262596000","06 Apr 2022","SobhaniZaniar/status/1511743016909873154","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@thairathplus","Thairath Plus - ไทยรัฐพลัส","Metaverse Fashion Week แฟชั่นวีกครั้งแรกในเมตาเวิร์ส ได้รับการตอบรับอย่างดี มีแบรนด์เข้าร่วมกว่า 60 แบรนด์ และมีผู้เข้าร่วมงานกว่าแสนคน ส่วนฟีดแบ็กหลังงานมีทั้งคำติและคำชม https://t.co/PnpZ1AqqRO #ไทยรัฐพลัส #ThairathPlus #WeSPEAKtoSPARK #MetaverseFashionWeek #เมตาเวิร์ส #MVFW https://t.co/u5HWwu278o","1","1","3","1648951201000","03 Apr 2022","thairathplus/status/1510436928851611651","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","ไทยรัฐพลัส | ThairathPlus | WeSPEAKtoSPARK | MetaverseFashionWeek | เมตาเวิร์ส | MVFW"
"@book_rabbit888","🟠インスタ図書館ブッヒー先生✖開運うさぎ","とうとう仮想空間上で ファッションウィークができる時代か もう現地にいかなくても 誰でも見に行ける時代なのかな ＃メタバース ＃ファッションウィーク メタバース・ファッションウィーク（MVFW）はモード業界にどんな革命をもたらすのか(ELLE DIGITAL) #Yahooニュース https://t.co/iR6Pf6Tv2f","0","0","0","1649601867000","10 Apr 2022","book_rabbit888/status/1513166023536816130","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","メタバース | ファッションウィーク | Yahooニュース"
"@DeesPrayItUp1","Dee's Pray It Up","How Luxury Retail’s Big Metaverse Fashion Week Experiment In Decentraland Played Out With Virtual Stores, NFT Wearables, A Bored Ape Collaboration An… https://t.co/QvYm5W1FiQ #nft","0","1","2","1648421066000","27 Mar 2022","DeesPrayItUp1/status/1508213381421019157","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","nft"
"@raftech_ng","RafTech","⁠NFT adoption: Tokens take the runway at Metaverse Fashion Week #Metaverse Fashion Week demonstrated how brands and designers can further engage with consumers using #NFTs. @raftech_ng https://t.co/zfgiCvYIQJ https://t.co/1uQco33J2V","0","0","0","1648593239000","29 Mar 2022","raftech_ng/status/1508935530721026050","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse | NFTs"
"@g2jobs","g2jobs","NEWS | Metaverse marketplace Renovi has teamed up with seven brands on the opening of digital stores at Decentraland’s Metaverse Fashion Week (MVFW), which will run until March 27. - Retail Gazette Read the full article below: https://t.co/SqEu5zgNVA #Fashion #Online #Metaverse https://t.co/tggRn4r6VY","0","0","0","1649160004000","05 Apr 2022","g2jobs/status/1511312713099718656","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Fashion | Online | Metaverse"
"@Ann_News_Media","MAG NEWS","I went to metaverse fashion week and it was like a dystopian nightmare – I fell off a yacht and had to leave https://t.co/pbDY0Rwfnx","0","0","0","1648565076000","29 Mar 2022","Ann_News_Media/status/1508817404423512068","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Adhipics","Crypto News","NFT adoption: Tokens take the runway at Metaverse Fashion Week#bitcoin #crypto #btc #eth #bnb https://t.co/b5QLbLKVxo","0","0","0","1648612892000","30 Mar 2022","Adhipics/status/1509017961583071240","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","crypto | btc | eth | bnb"
"@luckycomingeth","62369.lens(💙,🧡)","#DAZZLE #MVFW https://t.co/AnnHd5I1wW","0","0","0","1649233064000","06 Apr 2022","luckycomingeth/status/1511619150334271494","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@NewCryptocurre1","NewCryptocurrencynews","How Luxury Retail’s Big Metaverse Fashion Week Experiment In Decentraland Played Out With Virtual Stores, NFT Wearables, A Bored Ape Collaboration And More Selfridges launched it... #Ape #Big #Bored #Collaboration #Decent... https://t.co/x0QV6z1DSZ","0","0","0","1648396966000","27 Mar 2022","NewCryptocurre1/status/1508112299831218177","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Ape | Big | Bored | Collaboration | Decent"
"@digitalflagship","🌴 🪐 Digitalflagship 👽 🪐 🌴","Lessons From #Metaverse #Fashion Week https://t.co/5sovMxjIqU","0","0","0","1648563912000","29 Mar 2022","digitalflagship/status/1508812522144636942","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse | Fashion"
"@cheng_xiaohai","955678.eth (💙,🧡) 🔱🌎.lens🛸(🌸, 🌿)🌘(L3, ❄️)","https://t.co/mlk0h1KHQ6 #MVFW #dzzit","0","0","0","1649236772000","06 Apr 2022","cheng_xiaohai/status/1511634701907161093","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@voguesingapore","Vogue Singapore","What went down at the first-ever virtual fashion week in the metaverse? Curator @davidcash888 shares his learnings and key takeaways from the event. https://t.co/jKdicnmCgJ","1","11","41","1649150373000","05 Apr 2022","voguesingapore/status/1511272320156979205","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@CryptoBuzz_Blog","CryptoBuzz","Luxury brands join Decentraland's Metaverse Fashion Week - https://t.co/JqxZE1vaHr https://t.co/YDaZUpo1iq","0","0","0","1648529339000","29 Mar 2022","CryptoBuzz_Blog/status/1508667514972250121","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Mehrad02259200","🛸(💙,🧡).lens (🌸, 🌿).bit","https://t.co/XmML6TasUT #MVFW #dzzit","0","0","0","1649242810000","06 Apr 2022","Mehrad02259200/status/1511660028985544707","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@armxy","ARMXY🍭🏰.lens.L2(💙,🧡)(L3, ❄️)(🌸, 🌿)🦉🛸🌘","#DAZZLE #MVFW https://t.co/7QH9l1vyRZ","0","0","0","1649247772000","06 Apr 2022","armxy/status/1511680839087960080","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@nftshownow","NFT SHOW🦇🔊","GM/GA/GN Metaverse Fashion Week recap: How 2 brands tackled the NFT opportunity Glossy https://t.co/fMerfmmIv5","0","0","0","1648451463000","28 Mar 2022","nftshownow/status/1508340875855761411","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Cointelegraph","Cointelegraph","Milan? Paris? No, this fashion week was in the Metaverse, and it was mesmerizing, to say the least. https://t.co/PXsVqhEqXP","34","12","68","1649602807000","10 Apr 2022","Cointelegraph/status/1513169963309322245","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@enilev","Eveline Ruehlin","@chidambara09 A good article/recap of #Metaverse #Fashion #Week #MVFW (Photo: #CherieChun, The Sirens of Sharp Island, 2022. Courtesy of the artist) Thanks @chidambara09","0","0","0","1649654196000","11 Apr 2022","enilev/status/1513385507228729344","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","Metaverse | Fashion | Week | MVFW | CherieChun"
"@LustosaGessica","Escamada","https://t.co/FQKHL3xJQ0 #MVFW #dzzit #dzzit and #MVFW. https://t.co/lbyYQUWSbc","0","0","0","1649249361000","06 Apr 2022","LustosaGessica/status/1511687505455767553","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit | dzzit | MVFW"
"@xiaochu53426884","xiao'ge","#DAZZLE and #MVFW https://t.co/9yn6V1kY00","1","0","0","1649254482000","06 Apr 2022","xiaochu53426884/status/1511708983223934978","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","DAZZLE | MVFW"
"@Cryptoprenure","Cryptoprenure","The first-ever Metaverse Fashion Week: Digital fashion is here to stay https://t.co/DkgbcAHa6b","0","0","0","1649659832000","11 Apr 2022","Cryptoprenure/status/1513409143888965632","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@Shadmanislam151","Shadman | The abstract NFT artist","How Luxury Retail’s Big Metaverse Fashion Week Experiment In Decentraland Played Out With Virtual Stores, NFT Wearables, A Bored Ape Collaboration And More Article Link: https://t.co/GJZ6nRNOlk Follow me for more NFT updates like this. #nft #nfts #nftart #NFTartists #nftcommun… https://t.co/xe4ofkAkPh","0","0","3","1648382096000","27 Mar 2022","Shadmanislam151/status/1508049931008978948","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","nft | nfts | nftart | NFTartists | nftcommun"
"@FbTbqZESJKoXFO4","Crypto.eth(💙,🧡)🛸","https://t.co/YnZcYOeoHH #MVFW #DAZZLE","0","0","0","1649253103000","06 Apr 2022","FbTbqZESJKoXFO4/status/1511703200172183554","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@TokenJay","Jason Fernandes","NFT adoption: Tokens take the runway at Metaverse Fashion Week https://t.co/l7niUg2FQC https://t.co/DBdItNKzYS","0","1","0","1648559345000","29 Mar 2022","TokenJay/status/1508793368603623426","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@OhmSaharath","zkOhm.hft (💙,🧡) ohmeister.eth 🛸(L3, ❄️)","#MVFW #DAZZLE https://t.co/pJALup16bp","0","0","0","1649248542000","06 Apr 2022","OhmSaharath/status/1511684067728584716","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@jamesvgingerich","James Gingerich @Expeflow #CES2023 #RPA #InsurTech","In the #Metaverse, Fashion Week is for everyone (if your browser doesn't crash). (Mashable) #SocialMedia https://t.co/AmUPVFKFxJ https://t.co/hfdbGTZRnl","0","0","1","1648350900000","27 Mar 2022","jamesvgingerich/status/1507919085585141765","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse | SocialMedia"
"@ZGWyipaiyisheng","yipaiyisheng","@ #MVFW @ #dzzit https://t.co/mDKICG5liG","0","0","1","1649298760000","07 Apr 2022","ZGWyipaiyisheng/status/1511894699870617604","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@NuPON391216","VORAPON | Xmas","good project #dzzit #MVFW . https://t.co/02N9Uz2dKT","0","0","0","1649255746000","06 Apr 2022","NuPON391216/status/1511714285084639235","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","dzzit | MVFW"
"@bbazart","빡빡아찌","https://t.co/urA9LohrIx #MVFW #dzzit","0","0","0","1649248057000","06 Apr 2022","bbazart/status/1511682033482838020","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | dzzit"
"@juergkobel","Jürg Kobel","Zusammengefasst kann über die 1. Fashion Week im #Metaverse gesagt werden: Aller Anfang ist schwer. https://t.co/5AB05OC3He https://t.co/yHv65VJ3ha https://t.co/Z43H8BuSiq","0","0","1","1648820497000","01 Apr 2022","juergkobel/status/1509888719305773056","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query","Metaverse"
"@wanzrf123","wanzrf123.lens","https://t.co/bN7dVT0O7V #MVFW #DAZZLE https://t.co/k5MvtZqSCf","0","0","0","1649250960000","06 Apr 2022","wanzrf123/status/1511694210193256453","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@gossapegirl","GossApe Girl","@alien_spif @Itsoohleila @decentraland @diamondhandbag Yes, we airdropped several wearables for the metaverse fashion week!","0","0","3","1648739986000","31 Mar 2022","gossapegirl/status/1509551029121347585","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
"@alireza_mhi","ali with.bit","https://t.co/PCxZ7i195E #MVFW #DAZZLE #DAZZLE #MVFW","0","0","0","1649255394000","06 Apr 2022","alireza_mhi/status/1511712810023141379","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE | DAZZLE | MVFW"
"@NatakitKas","Natakit Kas(💙,🧡)(🌸, 🌿)(:D,:D)🐐🛸(L3, ❄️).eth","https://t.co/RnXCY9igGS #MVFW #DAZZLE","0","0","0","1649251415000","06 Apr 2022","NatakitKas/status/1511696117674934275","https://twitter.com/search?q=mvfw%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query&f=top","MVFW | DAZZLE"
"@TouringTheMeta","Touring The MetaVerse","Quick Video Walk-through of Meta Tokyo During Metaverse Fashion Week. You can visit the district in Decentraland at -117,-35 @themetatokyo https://t.co/pBsQnASO2c","0","0","0","1648654714000","30 Mar 2022","TouringTheMeta/status/1509193374057869322","https://twitter.com/search?lang=en&q=metaverse%20fashion%20week%20until%3A2022-04-27%20since%3A2022-02-23&src=typed_query",""
