participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.prolific_completion_url,feed.1.player.id_in_group,feed.1.player.role,feed.1.player.payoff,feed.1.player.treatment,feed.1.player.privacy_time,feed.1.group.id_in_subsession,feed.1.subsession.round_number,questionnaire.1.player.id_in_group,questionnaire.1.player.role,questionnaire.1.player.payoff,questionnaire.1.player.brand_equity_1,questionnaire.1.player.brand_equity_2,questionnaire.1.player.brand_equity_3,questionnaire.1.player.brand_equity_4,questionnaire.1.player.brand_clarity_1,questionnaire.1.player.brand_clarity_2,questionnaire.1.player.brand_clarity_3,questionnaire.1.player.brand_clarity_4,questionnaire.1.player.brand_clarity_5,questionnaire.1.player.risk_1,questionnaire.1.player.risk_2,questionnaire.1.player.risk_3,questionnaire.1.player.risk_4,questionnaire.1.player.risk_5,questionnaire.1.player.trust_1,questionnaire.1.player.trust_2,questionnaire.1.player.trust_3,questionnaire.1.player.trust_4,questionnaire.1.player.pollution_1,questionnaire.1.player.pollution_2_r,questionnaire.1.player.pollution_3,questionnaire.1.player.persuasive_1,questionnaire.1.player.persuasive_2,questionnaire.1.player.persuasive_3,questionnaire.1.player.persuasive_4,questionnaire.1.player.prestige_1,questionnaire.1.player.prestige_2,questionnaire.1.player.prestige_3,questionnaire.1.player.NFT_ownership,questionnaire.1.player.web3_interest,questionnaire.1.player.fashion_interest_1,questionnaire.1.player.fashion_interest_2,questionnaire.1.player.fashion_interest_3,questionnaire.1.player.fashion_interest_4,questionnaire.1.player.age,questionnaire.1.player.gender,questionnaire.1.player.education,questionnaire.1.player.income,questionnaire.1.player.completed_survey,questionnaire.1.group.id_in_subsession,questionnaire.1.subsession.round_number
337,ey6dzgv6,5b0c690b444cef0001ca5904,0,3,14,feed,C_Tweets,2022-12-01 02:12:08.768764,1,,,0.0,"    doc community                 id  ... pic_available icon row 15    3   fashion           1.51E+18  ...          True   Es   1 23   18     web10                NaN  ...          True   Bo   2 10   25   fashion           1.51E+18  ...          True   Es   3 18    5   fashion           1.51E+18  ...          True   Es   4 12   13   fashion           1.51E+18  ...          True   Es   5 8    34   fashion           1.51E+18  ...         False   Es   6 24    7      web4                NaN  ...         False   Bi   7 17    1   fashion           1.51E+18  ...         False   Es   8 22   26     web13                NaN  ...          True   No   9 19   23   fashion           1.51E+18  ...          True   Es  10 20   17      web9                NaN  ...         False   Ma  11 16   33   fashion           1.51E+18  ...         False   Es  12 2     4   fashion           1.51E+18  ...          True   Es  13 5    24   fashion           1.51E+18  ...         False   Es  14 9    35   fashion           1.51E+18  ...          True   Es  15 21   10      web7                NaN  ...         False   Cr  16 7    32   fashion           1.51E+18  ...         False   Es  17 13    2   fashion           1.51E+18  ...          True   Es  18 0    31   fashion           1.50E+18  ...         False   Es  19 6    22   fashion           1.51E+18  ...          True   Es  20 11   11   fashion           1.51E+18  ...         False   Es  21 1    15   fashion           1.51E+18  ...          True   Es  22 14   14   fashion           1.51E+18  ...          True   Es  23 3    21   fashion  1,50663040029e+18  ...         False   Es  24 4    12   fashion           1.51E+18  ...         False   Es  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,337,,0.0,clean,,1,1,337,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
338,i0m7ku6i,6102ecf110a0c98876e59608,0,4,14,questionnaire,Brand_Equity,2022-12-01 02:12:19.829237,1,,,0.0,"    doc community                 id  ... pic_available icon row 2     5   fashion           1.51E+18  ...          True   Es   1 7    20     web12                NaN  ...         False   Jo   2 8    29     web16                NaN  ...         False   Wh   3 20   28     web15                NaN  ...          True   Ca   4 15   10      web7                NaN  ...         False   Cr   5 3    21   fashion  1,50663040029e+18  ...         False   Es   6 21   26     web13                NaN  ...          True   No   7 6    18     web10                NaN  ...          True   Bo   8 1     3   fashion           1.51E+18  ...          True   Es   9 5    36     web18                NaN  ...          True   Kc  10 4    25   fashion           1.51E+18  ...          True   Es  11 22    6      web3                NaN  ...          True   Λv  12 24    9      web6                NaN  ...         False   Cr  13 12    7      web4                NaN  ...         False   Bi  14 14   38     web20                NaN  ...         False   St  15 23   27     web14                NaN  ...         False   St  16 19    8      web5                NaN  ...         False   Tr  17 9    19     web11                NaN  ...         False   Ξd  18 18   16      web8                NaN  ...          True   Ar  19 0    11   fashion           1.51E+18  ...         False   Es  20 13   30     web17                NaN  ...          True   Su  21 16   37     web19                NaN  ...         False   St  22 11   17      web9                NaN  ...         False   Ma  23 17   39     web21                NaN  ...         False   Cr  24 10   40     web22                NaN  ...          True   Ag  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,338,,0.0,polluted,,1,1,338,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
339,f0m8i5co,62e027478bb6dca099c2e207,0,14,14,questionnaire,Debriefing,2022-12-01 02:12:29.496799,1,,,0.0,"    doc community                 id  ... pic_available icon row 3    33   fashion           1.51E+18  ...         False   Es   1 1    34   fashion           1.51E+18  ...         False   Es   2 14   23   fashion           1.51E+18  ...          True   Es   3 4    35   fashion           1.51E+18  ...          True   Es   4 5    15   fashion           1.51E+18  ...          True   Es   5 2     1   fashion           1.51E+18  ...         False   Es   6 8     4   fashion           1.51E+18  ...          True   Es   7 7    22   fashion           1.51E+18  ...          True   Es   8 6     5   fashion           1.51E+18  ...          True   Es   9 19   13   fashion           1.51E+18  ...          True   Es  10 17   12   fashion           1.51E+18  ...         False   Es  11 23    6      web3                NaN  ...          True   Λv  12 21   17      web9                NaN  ...         False   Ma  13 0    31   fashion           1.50E+18  ...         False   Es  14 18   11   fashion           1.51E+18  ...         False   Es  15 22   16      web8                NaN  ...          True   Ar  16 11   24   fashion           1.51E+18  ...         False   Es  17 13    2   fashion           1.51E+18  ...          True   Es  18 16   32   fashion           1.51E+18  ...         False   Es  19 10   14   fashion           1.51E+18  ...          True   Es  20 12    3   fashion           1.51E+18  ...          True   Es  21 24   37     web19                NaN  ...         False   St  22 15   21   fashion  1,50663040029e+18  ...         False   Es  23 20   29     web16                NaN  ...         False   Wh  24 9    25   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,339,,0.0,clean,,1,1,339,,0.0,2,2,2,1,3,3,2,1,1,4,4,5,3,4,4,4,4,3,2,6,2,5,4,4,4,3,3,3,0,0,1,1,1,1,44,2,3,6,1,1,1
340,sna4hj7q,60bdc5001e7f9432fe724a3b,0,14,14,questionnaire,Debriefing,2022-12-01 02:12:47.526318,1,,,0.0,"    doc community                 id  ... pic_available icon row 1     5   fashion           1.51E+18  ...          True   Es   1 4     2   fashion           1.51E+18  ...          True   Es   2 15    7      web4                NaN  ...         False   Bi   3 20   40     web22                NaN  ...          True   Ag   4 21   28     web15                NaN  ...          True   Ca   5 22    8      web5                NaN  ...         False   Tr   6 12   27     web14                NaN  ...         False   St   7 0    21   fashion  1,50663040029e+18  ...         False   Es   8 3    34   fashion           1.51E+18  ...         False   Es   9 23   29     web16                NaN  ...         False   Wh  10 17    9      web6                NaN  ...         False   Cr  11 13   18     web10                NaN  ...          True   Bo  12 10   10      web7                NaN  ...         False   Cr  13 24   39     web21                NaN  ...         False   Cr  14 2    11   fashion           1.51E+18  ...         False   Es  15 6    38     web20                NaN  ...         False   St  16 19   16      web8                NaN  ...          True   Ar  17 11   26     web13                NaN  ...          True   No  18 18   19     web11                NaN  ...         False   Ξd  19 9    20     web12                NaN  ...         False   Jo  20 8     6      web3                NaN  ...          True   Λv  21 14   36     web18                NaN  ...          True   Kc  22 16   17      web9                NaN  ...         False   Ma  23 5    30     web17                NaN  ...          True   Su  24 7    37     web19                NaN  ...         False   St  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,340,,0.0,polluted,,1,1,340,,0.0,2,4,3,2,4,5,5,4,6,5,4,3,3,3,4,3,4,4,3,4,3,3,4,4,3,4,5,5,0,0,1,1,1,1,28,2,5,5,1,1,1
341,b3se6b2g,63616b8b1218cce9fea3d743,0,14,14,questionnaire,Debriefing,2022-12-01 02:12:53.956424,1,,,0.0,"    doc community                 id  ... pic_available icon row 17   31   fashion           1.50E+18  ...         False   Es   1 11   32   fashion           1.51E+18  ...         False   Es   2 15   23   fashion           1.51E+18  ...          True   Es   3 0     2   fashion           1.51E+18  ...          True   Es   4 16   22   fashion           1.51E+18  ...          True   Es   5 10   35   fashion           1.51E+18  ...          True   Es   6 18   21   fashion  1,50663040029e+18  ...         False   Es   7 2    11   fashion           1.51E+18  ...         False   Es   8 23   29     web16                NaN  ...         False   Wh   9 20   16      web8                NaN  ...          True   Ar  10 1     3   fashion           1.51E+18  ...          True   Es  11 22   37     web19                NaN  ...         False   St  12 21   18     web10                NaN  ...          True   Bo  13 8     4   fashion           1.51E+18  ...          True   Es  14 6    15   fashion           1.51E+18  ...          True   Es  15 14   25   fashion           1.51E+18  ...          True   Es  16 3    12   fashion           1.51E+18  ...         False   Es  17 7    13   fashion           1.51E+18  ...          True   Es  18 19   33   fashion           1.51E+18  ...         False   Es  19 12   34   fashion           1.51E+18  ...         False   Es  20 13    5   fashion           1.51E+18  ...          True   Es  21 4    14   fashion           1.51E+18  ...          True   Es  22 24   27     web14                NaN  ...         False   St  23 5     1   fashion           1.51E+18  ...         False   Es  24 9    24   fashion           1.51E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,341,,0.0,clean,,1,1,341,,0.0,3,6,6,4,6,3,5,5,5,5,5,4,4,4,5,4,4,4,4,3,4,4,4,5,4,5,4,5,0,0,1,1,1,1,33,2,3,1,1,1,1
342,jg9wo9ew,6234e9c483c8aa1f1c5f046a,0,13,14,questionnaire,Demographics,2022-12-01 02:12:54.179115,1,,,0.0,"    doc community                 id  ... pic_available icon row 21   30     web17                NaN  ...          True   Su   1 7    37     web19                NaN  ...         False   St   2 12    8      web5                NaN  ...         False   Tr   3 6    38     web20                NaN  ...         False   St   4 20   18     web10                NaN  ...          True   Bo   5 24   16      web8                NaN  ...          True   Ar   6 13   36     web18                NaN  ...          True   Kc   7 23   10      web7                NaN  ...         False   Cr   8 1    21   fashion  1,50663040029e+18  ...         False   Es   9 9    17      web9                NaN  ...         False   Ma  10 2    25   fashion           1.51E+18  ...          True   Es  11 4    34   fashion           1.51E+18  ...         False   Es  12 16   28     web15                NaN  ...          True   Ca  13 5    26     web13                NaN  ...          True   No  14 22   19     web11                NaN  ...         False   Ξd  15 17   29     web16                NaN  ...         False   Wh  16 14   39     web21                NaN  ...         False   Cr  17 10    9      web6                NaN  ...         False   Cr  18 11   20     web12                NaN  ...         False   Jo  19 0    24   fashion           1.51E+18  ...         False   Es  20 15   40     web22                NaN  ...          True   Ag  21 8     6      web3                NaN  ...          True   Λv  22 3    32   fashion           1.51E+18  ...         False   Es  23 18    7      web4                NaN  ...         False   Bi  24 19   27     web14                NaN  ...         False   St  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,342,,0.0,polluted,,1,1,342,,0.0,2,3,3,2,4,3,2,3,2,5,4,5,5,5,3,3,2,3,4,6,6,2,2,2,2,5,4,4,0,0,1,1,1,1,,,,,0,1,1
343,7bxnydez,5c27de12a2b00a00018b2c16,0,14,14,questionnaire,Debriefing,2022-12-01 02:13:13.352099,1,,,0.0,"    doc community                 id  ... pic_available icon row 1    33   fashion           1.51E+18  ...         False   Es   1 23   38     web20                NaN  ...         False   St   2 5    15   fashion           1.51E+18  ...          True   Es   3 21   29     web16                NaN  ...         False   Wh   4 22   30     web17                NaN  ...          True   Su   5 3    12   fashion           1.51E+18  ...         False   Es   6 20   27     web14                NaN  ...         False   St   7 14   35   fashion           1.51E+18  ...          True   Es   8 16    1   fashion           1.51E+18  ...         False   Es   9 4    14   fashion           1.51E+18  ...          True   Es  10 11   24   fashion           1.51E+18  ...         False   Es  11 13    3   fashion           1.51E+18  ...          True   Es  12 18   25   fashion           1.51E+18  ...          True   Es  13 8     2   fashion           1.51E+18  ...          True   Es  14 19   13   fashion           1.51E+18  ...          True   Es  15 15   32   fashion           1.51E+18  ...         False   Es  16 24   20     web12                NaN  ...         False   Jo  17 0    21   fashion  1,50663040029e+18  ...         False   Es  18 2    22   fashion           1.51E+18  ...          True   Es  19 9    11   fashion           1.51E+18  ...         False   Es  20 17   23   fashion           1.51E+18  ...          True   Es  21 10   34   fashion           1.51E+18  ...         False   Es  22 7     5   fashion           1.51E+18  ...          True   Es  23 12    4   fashion           1.51E+18  ...          True   Es  24 6    31   fashion           1.50E+18  ...         False   Es  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,343,,0.0,clean,,1,1,343,,0.0,2,3,1,1,4,4,2,5,4,7,7,7,7,7,4,4,4,2,2,1,2,1,1,1,1,1,4,3,0,0,1,1,1,1,20,2,3,1,1,1,1
344,v6airu5d,5c6eebc52c49e90001959aa6,0,3,14,feed,C_Tweets,2022-12-01 02:13:24.783825,1,,,0.0,    doc community        id  ... pic_available icon row 0    33   fashion  1.51E+18  ...         False   Es   1 9    30     web17       NaN  ...          True   Su   2 8    10      web7       NaN  ...         False   Cr   3 13   17      web9       NaN  ...         False   Ma   4 3    34   fashion  1.51E+18  ...         False   Es   5 21   19     web11       NaN  ...         False   Ξd   6 10   27     web14       NaN  ...         False   St   7 24   37     web19       NaN  ...         False   St   8 17   39     web21       NaN  ...         False   Cr   9 22   16      web8       NaN  ...          True   Ar  10 6    28     web15       NaN  ...          True   Ca  11 19   40     web22       NaN  ...          True   Ag  12 5     8      web5       NaN  ...         False   Tr  13 14    6      web3       NaN  ...          True   Λv  14 15   29     web16       NaN  ...         False   Wh  15 20   38     web20       NaN  ...         False   St  16 7    18     web10       NaN  ...          True   Bo  17 4     4   fashion  1.51E+18  ...          True   Es  18 18   20     web12       NaN  ...         False   Jo  19 2    23   fashion  1.51E+18  ...          True   Es  20 23   26     web13       NaN  ...          True   No  21 11   36     web18       NaN  ...          True   Kc  22 12    7      web4       NaN  ...         False   Bi  23 16    9      web6       NaN  ...         False   Cr  24 1    31   fashion  1.50E+18  ...         False   Es  25  [25 rows x 41 columns],,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,344,,0.0,polluted,,1,1,344,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
345,re1y1tgy,615b89f05c6789f6c121026f,0,3,14,feed,C_Tweets,2022-12-01 02:13:37.943034,1,,,0.0,"    doc community                 id  ... pic_available icon row 12   25   fashion           1.51E+18  ...          True   Es   1 7    12   fashion           1.51E+18  ...         False   Es   2 0    32   fashion           1.51E+18  ...         False   Es   3 24   17      web9                NaN  ...         False   Ma   4 13   34   fashion           1.51E+18  ...         False   Es   5 2    11   fashion           1.51E+18  ...         False   Es   6 10   33   fashion           1.51E+18  ...         False   Es   7 9    35   fashion           1.51E+18  ...          True   Es   8 16    4   fashion           1.51E+18  ...          True   Es   9 22   30     web17                NaN  ...          True   Su  10 3     2   fashion           1.51E+18  ...          True   Es  11 20   26     web13                NaN  ...          True   No  12 8    22   fashion           1.51E+18  ...          True   Es  13 14   23   fashion           1.51E+18  ...          True   Es  14 19    1   fashion           1.51E+18  ...         False   Es  15 15   13   fashion           1.51E+18  ...          True   Es  16 23   27     web14                NaN  ...         False   St  17 4     5   fashion           1.51E+18  ...          True   Es  18 17   24   fashion           1.51E+18  ...         False   Es  19 1    15   fashion           1.51E+18  ...          True   Es  20 21   18     web10                NaN  ...          True   Bo  21 5    31   fashion           1.50E+18  ...         False   Es  22 18   21   fashion  1,50663040029e+18  ...         False   Es  23 6    14   fashion           1.51E+18  ...          True   Es  24 11    3   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,345,,0.0,clean,,1,1,345,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
346,pyqxgbvz,6151f70bf945f8ed4230d867,0,3,14,feed,C_Tweets,2022-12-01 02:13:39.534773,1,,,0.0,    doc community        id  ... pic_available icon row 1    31   fashion  1.50E+18  ...         False   Es   1 9    18     web10       NaN  ...          True   Bo   2 23   36     web18       NaN  ...          True   Kc   3 12   38     web20       NaN  ...         False   St   4 7    29     web16       NaN  ...         False   Wh   5 16   26     web13       NaN  ...          True   No   6 17   27     web14       NaN  ...         False   St   7 2     3   fashion  1.51E+18  ...          True   Es   8 14   37     web19       NaN  ...         False   St   9 4     1   fashion  1.51E+18  ...         False   Es  10 11   17      web9       NaN  ...         False   Ma  11 3    15   fashion  1.51E+18  ...          True   Es  12 10    7      web4       NaN  ...         False   Bi  13 22   30     web17       NaN  ...          True   Su  14 24   28     web15       NaN  ...          True   Ca  15 5     9      web6       NaN  ...         False   Cr  16 21   40     web22       NaN  ...          True   Ag  17 19   39     web21       NaN  ...         False   Cr  18 15   19     web11       NaN  ...         False   Ξd  19 8     6      web3       NaN  ...          True   Λv  20 18   16      web8       NaN  ...          True   Ar  21 20   20     web12       NaN  ...         False   Jo  22 0    23   fashion  1.51E+18  ...          True   Es  23 13    8      web5       NaN  ...         False   Tr  24 6    10      web7       NaN  ...         False   Cr  25  [25 rows x 41 columns],,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,346,,0.0,polluted,,1,1,346,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
347,z8egiwoo,610972a707ae8826bf5327de,0,5,14,questionnaire,Brand_Clarity,2022-12-01 02:13:40.352207,1,,,0.0,"    doc community                 id  ... pic_available icon row 7    24   fashion           1.51E+18  ...         False   Es   1 13   13   fashion           1.51E+18  ...          True   Es   2 6    34   fashion           1.51E+18  ...         False   Es   3 16   12   fashion           1.51E+18  ...         False   Es   4 15    3   fashion           1.51E+18  ...          True   Es   5 4    14   fashion           1.51E+18  ...          True   Es   6 23   28     web15                NaN  ...          True   Ca   7 3     1   fashion           1.51E+18  ...         False   Es   8 12    2   fashion           1.51E+18  ...          True   Es   9 20    6      web3                NaN  ...          True   Λv  10 21   37     web19                NaN  ...         False   St  11 10   22   fashion           1.51E+18  ...          True   Es  12 2    15   fashion           1.51E+18  ...          True   Es  13 8    32   fashion           1.51E+18  ...         False   Es  14 19   21   fashion  1,50663040029e+18  ...         False   Es  15 18   23   fashion           1.51E+18  ...          True   Es  16 0    35   fashion           1.51E+18  ...          True   Es  17 1    11   fashion           1.51E+18  ...         False   Es  18 14    5   fashion           1.51E+18  ...          True   Es  19 9    31   fashion           1.50E+18  ...         False   Es  20 24   20     web12                NaN  ...         False   Jo  21 5     4   fashion           1.51E+18  ...          True   Es  22 22   17      web9                NaN  ...         False   Ma  23 11   33   fashion           1.51E+18  ...         False   Es  24 17   25   fashion           1.51E+18  ...          True   Es  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,347,,0.0,clean,,1,1,347,,0.0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
348,o3d1m6vv,6318f71ece2f523f840e1eee,0,11,14,questionnaire,Fashion,2022-12-01 02:14:18.039805,1,,,0.0,"    doc community                 id  ... pic_available icon row 4    21   fashion  1,50663040029e+18  ...         False   Es   1 16   26     web13                NaN  ...          True   No   2 8    19     web11                NaN  ...         False   Ξd   3 7    30     web17                NaN  ...          True   Su   4 18   20     web12                NaN  ...         False   Jo   5 11    6      web3                NaN  ...          True   Λv   6 1    15   fashion           1.51E+18  ...          True   Es   7 13   40     web22                NaN  ...          True   Ag   8 6    38     web20                NaN  ...         False   St   9 3    35   fashion           1.51E+18  ...          True   Es  10 9    10      web7                NaN  ...         False   Cr  11 17   18     web10                NaN  ...          True   Bo  12 14   36     web18                NaN  ...          True   Kc  13 20    7      web4                NaN  ...         False   Bi  14 10   37     web19                NaN  ...         False   St  15 21   27     web14                NaN  ...         False   St  16 24   16      web8                NaN  ...          True   Ar  17 23    9      web6                NaN  ...         False   Cr  18 19   29     web16                NaN  ...         False   Wh  19 0    22   fashion           1.51E+18  ...          True   Es  20 12    8      web5                NaN  ...         False   Tr  21 5    17      web9                NaN  ...         False   Ma  22 22   28     web15                NaN  ...          True   Ca  23 2    24   fashion           1.51E+18  ...         False   Es  24 15   39     web21                NaN  ...         False   Cr  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,348,,0.0,polluted,,1,1,348,,0.0,1,1,1,1,1,4,7,7,7,7,7,7,7,7,1,1,1,1,7,2,6,1,1,1,1,1,1,7,,,,,,,,,,,0,1,1
349,u73l1nds,6109a2118c51177522f399db,0,3,14,feed,C_Tweets,2022-12-01 02:14:21.470295,1,,,0.0,"    doc community                 id  ... pic_available icon row 4    32   fashion           1.51E+18  ...         False   Es   1 11   22   fashion           1.51E+18  ...          True   Es   2 3    31   fashion           1.50E+18  ...         False   Es   3 7     5   fashion           1.51E+18  ...          True   Es   4 1    15   fashion           1.51E+18  ...          True   Es   5 12   25   fashion           1.51E+18  ...          True   Es   6 5    14   fashion           1.51E+18  ...          True   Es   7 24   29     web16                NaN  ...         False   Wh   8 20    6      web3                NaN  ...          True   Λv   9 21   10      web7                NaN  ...         False   Cr  10 0     3   fashion           1.51E+18  ...          True   Es  11 23   39     web21                NaN  ...         False   Cr  12 19   11   fashion           1.51E+18  ...         False   Es  13 14    2   fashion           1.51E+18  ...          True   Es  14 16   21   fashion  1,50663040029e+18  ...         False   Es  15 15   23   fashion           1.51E+18  ...          True   Es  16 8    24   fashion           1.51E+18  ...         False   Es  17 22   18     web10                NaN  ...          True   Bo  18 2    33   fashion           1.51E+18  ...         False   Es  19 6    35   fashion           1.51E+18  ...          True   Es  20 17   34   fashion           1.51E+18  ...         False   Es  21 18   13   fashion           1.51E+18  ...          True   Es  22 10    1   fashion           1.51E+18  ...         False   Es  23 9     4   fashion           1.51E+18  ...          True   Es  24 13   12   fashion           1.51E+18  ...         False   Es  25  [25 rows x 41 columns]",,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,349,,0.0,clean,,1,1,349,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
350,fduptb7t,615ba20455da492f6406f36d,0,3,14,feed,C_Tweets,2022-12-01 02:14:30.586809,1,,,0.0,    doc community        id  ... pic_available icon row 22   29     web16       NaN  ...         False   Wh   1 8    26     web13       NaN  ...          True   No   2 24   16      web8       NaN  ...          True   Ar   3 7     7      web4       NaN  ...         False   Bi   4 2    14   fashion  1.51E+18  ...          True   Es   5 18    6      web3       NaN  ...          True   Λv   6 15    8      web5       NaN  ...         False   Tr   7 23   37     web19       NaN  ...         False   St   8 20   38     web20       NaN  ...         False   St   9 16   18     web10       NaN  ...          True   Bo  10 5    39     web21       NaN  ...         False   Cr  11 12   10      web7       NaN  ...         False   Cr  12 1    34   fashion  1.51E+18  ...         False   Es  13 17   40     web22       NaN  ...          True   Ag  14 19   17      web9       NaN  ...         False   Ma  15 9     9      web6       NaN  ...         False   Cr  16 14   27     web14       NaN  ...         False   St  17 13   36     web18       NaN  ...          True   Kc  18 3     1   fashion  1.51E+18  ...         False   Es  19 0    25   fashion  1.51E+18  ...          True   Es  20 21   28     web15       NaN  ...          True   Ca  21 6    30     web17       NaN  ...          True   Su  22 10   20     web12       NaN  ...         False   Jo  23 4     2   fashion  1.51E+18  ...          True   Es  24 11   19     web11       NaN  ...         False   Ξd  25  [25 rows x 41 columns],,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,350,,0.0,polluted,,1,1,350,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
351,6u4jiwwz,60c566e8aba6a80dffdb1a8e,0,14,14,questionnaire,Debriefing,2022-12-01 02:14:33.887825,1,,,0.0,"    doc community                 id  ... pic_available icon row 2     4   fashion           1.51E+18  ...          True   Es   1 10   34   fashion           1.51E+18  ...         False   Es   2 23    8      web5                NaN  ...         False   Tr   3 16   32   fashion           1.51E+18  ...         False   Es   4 3     1   fashion           1.51E+18  ...         False   Es   5 21   38     web20                NaN  ...         False   St   6 12   12   fashion           1.51E+18  ...         False   Es   7 17    3   fashion           1.51E+18  ...          True   Es   8 0    14   fashion           1.51E+18  ...          True   Es   9 1    11   fashion           1.51E+18  ...         False   Es  10 6    35   fashion           1.51E+18  ...          True   Es  11 4    23   fashion           1.51E+18  ...          True   Es  12 19    5   fashion           1.51E+18  ...          True   Es  13 22   26     web13                NaN  ...          True   No  14 8    24   fashion           1.51E+18  ...         False   Es  15 18   31   fashion           1.50E+18  ...         False   Es  16 11   25   fashion           1.51E+18  ...          True   Es  17 20   18     web10                NaN  ...          True   Bo  18 5    22   fashion           1.51E+18  ...          True   Es  19 13    2   fashion           1.51E+18  ...          True   Es  20 7    15   fashion           1.51E+18  ...          True   Es  21 9    13   fashion           1.51E+18  ...          True   Es  22 14   33   fashion           1.51E+18  ...         False   Es  23 15   21   fashion  1,50663040029e+18  ...         False   Es  24 24   17      web9                NaN  ...         False   Ma  25  [25 rows x 41 columns]",1,ay89kzzw,,,,,0,2.1,Social_media_feed,1.0,https://app.prolific.co/submissions/complete?cc=C1MXRORR,351,,0.0,clean,,1,1,351,,0.0,1,5,5,1,5,3,1,4,3,4,4,3,1,4,5,4,4,5,3,5,3,4,1,4,1,5,3,5,0,0,1,1,1,1,21,1,2,1,1,1,1
